_id,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,代码,昨日成交额,开盘收盘幅,开盘开盘幅,EMA121开盘比值,EMA121收盘比值,EMA121最高比值,EMA121最低比值,EMA9开盘比值,EMA4开盘比值,EMA9开盘动能4,EMA9收盘比值,EMA4收盘比值,EMA9收盘动能4,EMA9最高比值,EMA4最高比值,EMA9最高动能4,EMA9最低比值,EMA4最低比值,EMA9最低动能4,60日最高开盘价,60日最低开盘价,最高开盘价日期,最低开盘价日期,1日后总涨跌幅（未来函数）,2日后总涨跌幅（未来函数）,3日后总涨跌幅（未来函数）,4日后总涨跌幅（未来函数）,5日后总涨跌幅（未来函数）,6日后总涨跌幅（未来函数）,7日后总涨跌幅（未来函数）,8日后总涨跌幅（未来函数）
643c9ecf7bb07cf12ad144b5,2014-07-14,17.41,19.11,20.04,17.2,286777.0,166534429.0,16.31,9.764503159103954,1.7,3.29,600052.0,80594657.0,0.0,3.200948429164185,2.381938241313419,2.570718637434964,2.585475598963609,2.454969035682689,0.9483718678126136,0.9820899732054712,1.0355536752377812,1.0260708745973035,1.0729927007299274,1.0457296150726807,1.0197896641411284,1.0471587197909864,1.0268379417954865,0.9747497009004472,1.0089455931954827,1.0350817161199908,26.61,14.46,58.0,7.0,-4.290947148090007,1.4652014652014822,4.6049188906331695,-2.8780743066457397,-18.89063317634746,-17.47776033490319,-22.91993720565149,-24.332810047095755
643c9eb27bb07cf12ad02085,2014-08-11,17.44,18.2,18.69,17.04,471269.0,838240848.0,9.71,7.058823529411762,1.2,10.43,600399.0,413285280.0,2.5882352941176467,14.58607095926412,2.066027021734874,2.125655157768748,2.12880178475615,2.0621699471915518,1.2219540677306346,1.1479348362678956,0.9394255206333536,1.2136030228939765,1.1224175146469315,0.9248638092301364,1.2183833116036504,1.1349628055260363,0.931531805070594,1.2100362947767085,1.1365682841420708,0.9392844570433364,23.01,16.61,39.0,10.0,-2.857142857142858,3.7912087912088,-6.483516483516483,-5.934065934065924,-3.4615384615384603,-5.439560439560431,-6.428571428571416,-5.54945054945054
643c9ecf7bb07cf12ad144ca,2014-08-12,18.78,19.55,20.7,18.51,465207.0,274683808.0,11.9,6.250000000000022,1.15,5.34,600052.0,172960686.0,2.065217391304364,20.30749519538759,2.037332902982868,2.092055574717219,2.1325852071963145,2.0878210207410857,1.184774989485489,1.1507352941176463,0.9712690631808278,1.198977853492334,1.134319698288367,0.9460722689617383,1.243741237732826,1.1675126903553306,0.9387102838879492,1.1915456691223818,1.148619298789947,0.9639742131209696,31.43,16.54,56.0,11.0,-4.501278772378514,-4.194373401534524,-7.57033248081842,-6.700767263427121,-4.501278772378514,-8.951406649616366,-5.063938618925845,-6.700767263427121
643c9f6d7bb07cf12ad64a78,2014-08-25,28.52,27.35,30.46,27.25,681042.0,1136512816.0,11.43,-2.599715099715094,-0.73,22.82,922.0,1079233104.0,1.5669515669515688,14.217060472567075,2.327817763597241,2.2271837080806787,2.4469761852596914,2.2560262190991622,1.3115323693219565,1.0936631195475024,0.8338819118226649,1.2459505972868998,1.0397262877779898,0.8344843608101553,1.359147248388696,1.1141185076810534,0.8197187677802162,1.2910612760581188,1.0913095714857828,0.8452810038713112,28.29,22.63,11.0,36.0,2.8519195612431325,-3.107861060329076,-5.776965265082268,-8.628884826325422,-4.789762340036575,-2.486288848263252,-2.15722120658135,-5.155393053016455
643c9f6d7bb07cf12ad64a79,2014-08-26,27.61,28.13,28.47,26.94,491238.0,789770512.0,5.59,2.8519195612431325,0.78,16.46,922.0,1136512816.0,0.9506398537477034,-3.190743338008417,2.2300313730725603,2.265558646946844,2.2623432061469755,2.20704550532509,1.1903712574850305,1.0254410399257194,0.8614464046218917,1.202764976958525,1.0310638687803546,0.8572446725108699,1.191933758198818,1.0023765513599154,0.8409666598206341,1.197096869754124,1.0502923976608187,0.877366255144032,28.29,22.63,10.0,35.0,-5.794525417703511,-8.389619623178103,-11.162460007109852,-7.429790259509417,-5.190188410949159,-4.8702452897262605,-7.785282616423739,-8.21187344472093
643c9df17bb07cf12acac4ce,2014-08-28,36.86,32.74,36.92,32.74,392119.0,688733248.0,11.5,-9.955995599559952,-3.62,17.49,600715.0,819355952.0,1.3751375137513788,6.655092592592582,2.7268314156099818,2.416324588744062,2.6906217438701945,2.4555202935561464,1.3352384785671167,1.0959637255630716,0.8207999867852687,1.1971722260593998,0.990545344527645,0.8274042138348917,1.3274739323239186,1.0827773297162546,0.8156674894705539,1.2059918962059513,1.0042174679855838,0.8326900629638146,43.6,30.72,39.0,1.0,-4.306658521686025,-2.4129505192425293,-1.3133781307269388,2.8711056811240088,2.0464263897373103,2.993280390959052,0.0,5.314599877825277
643c9f6d7bb07cf12ad64a7c,2014-08-29,25.79,24.99,26.4,24.55,340353.0,499727744.0,7.18,-3.0267753201396963,-0.78,11.4,922.0,481576432.0,0.0776096235933332,-1.0360706062931713,2.0227582094196053,1.957082295071356,2.0354275519306744,1.9549780187959032,0.9935790419930656,0.96195449459157,0.9681710804426203,0.9666480422916574,0.9484770851124402,0.9812020959188632,0.9825490033909516,0.9565217391304344,0.9735104669887278,0.980213832571759,0.9470537178127107,0.966170529677135,28.29,22.63,7.0,32.0,4.201680672268915,6.722689075630273,7.082833133253308,3.801520608243303,3.3213285314125818,5.722288915566232,16.1264505802321,5.962384953981603
643c9f6d7bb07cf12ad64a7e,2014-09-02,26.16,26.67,26.88,25.45,355942.0,538007632.0,5.49,2.419354838709697,0.63,11.93,922.0,476207072.0,0.4608294930875667,3.3583563808771366,2.013844000508972,2.0478021664223567,2.0328,1.9891417387428687,0.9859296482412064,1.0127758420441344,1.0272293199122462,1.003889585947302,1.0310234850681366,1.027028768403081,0.9732078204199852,1.008630393996247,1.0363977485928704,0.997170222028734,1.0119284294234592,1.0148000883587354,28.29,22.63,5.0,30.0,0.3374578177727683,-2.737157855268091,-3.1871016122984708,-0.9373828271466044,8.811398575178098,-0.7124109486314256,-1.7247844019497638,-1.9872515935508093
643c9df17bb07cf12acac4d1,2014-09-02,31.95,32.31,33.14,31.64,163672.0,275574368.0,4.69,1.1267605633802802,0.36,7.3,600715.0,238463360.0,0.0,4.00390625,2.274556526343658,2.293519262696603,2.321655405601005,2.2848719234166497,1.022800028455574,0.9732693625771078,0.9515734605979064,1.038684097728247,1.0070910932751498,0.9695836255487152,1.0426119481245852,0.986016066646831,0.9457172137921908,1.0356792144026188,1.0115089514066495,0.9766624040920714,43.6,31.87,36.0,0.0,4.240173320953256,3.404518724852968,4.363974001856996,1.330857319715251,6.716186939028157,4.178272980501374,5.94243268337975,7.273290003095001
643c9eff7bb07cf12ad2e472,2014-09-02,178.91,175.67,182.26,168.51,583562.0,1737252448.0,7.86,0.3943307806606455,0.69,10.16,50.0,1494115808.0,2.2459709681106554,13.313066058648438,2.032234141322541,1.98078026979376,2.010784502338252,1.9517436718190628,1.1169851895529117,1.0607731530890552,0.9496752177292912,1.074558392746698,1.0498573157430786,0.9770128108715614,1.0703337574630516,1.0203070549871938,0.9532606515238452,1.093684195344276,1.0575167090275823,0.9669305943428134,171.92,126.53,0.0,44.0,-2.9259406842374824,-5.322479649342515,-5.322479649342515,-8.049183127454885,-8.937211817612567,-3.5464222690271496,-7.39454659304376,-10.252177378038365
