日期,执行策略,收益率,资金余额
2020-10-27,震荡策略,-0.004787545266220494,9952.124547337795
2020-10-28,震荡策略,-0.0030148038537817223,9922.120843899165
2020-10-30,震荡策略,0.003589746640109359,9957.738743861311
2020-11-02,震荡策略,0.019527041585865046,10152.183922413871
2020-11-03,震荡策略,0.005803126022316363,10211.098325117373
2020-11-04,震荡策略,0.07083333333333353,10934.384456479855
2020-11-05,超跌策略,-0.0067664400840802275,10860.397599198786
2020-11-06,震荡策略,0.07266009852216748,11649.51515874648
2020-11-09,震荡策略,0.013918556390490888,11811.659592405373
2020-11-10,震荡策略,-0.0022896114967726477,11784.615480806637
2020-11-11,超跌策略,-0.0018078837087480704,11763.310266465027
2020-11-12,震荡策略,0.03122810244551877,12130.656124564619
2020-11-13,超跌策略,-0.0009102047960791726,12119.614743180453
2020-11-16,震荡策略,-0.002928286852589723,12084.125034669545
2020-11-17,震荡策略,0.021228672492717537,12340.654967391594
2020-11-18,震荡策略,-0.023838448422847325,12046.472900447276
2020-11-19,震荡策略,0.01750035678607098,12257.290474218838
2020-11-20,震荡策略,0.00047199645659934397,12263.075871890178
2020-11-23,震荡策略,-0.013653308193617764,12095.644317609544
2020-11-24,震荡策略,0.012807920241199255,12250.564365295402
2020-11-25,震荡策略,-0.03643137334647728,11804.259481198274
2020-11-26,震荡策略,0.023374954659190816,12080.183511356607
2020-11-27,震荡策略,-0.023431201467873697,11797.130297733123
2020-11-30,震荡策略,-0.012455127395364252,11650.195536975147
2020-12-01,震荡策略,-0.018937110709262628,11429.574494306891
2020-12-02,震荡策略,0.0021259655943635103,11453.873376440002
2020-12-03,震荡策略,0.012292419241664243,11594.66918992414
2020-12-04,超跌策略,0.009577542314572751,11705.71762471411
2020-12-07,震荡策略,0.009464077380300973,11816.501442106357
2020-12-08,震荡策略,-0.01289418552311461,11664.137280277686
2020-12-09,震荡策略,-0.002765867020057322,11631.875827656744
2020-12-10,震荡策略,-0.026515564359601007,11323.450075525625
2020-12-11,震荡策略,-0.04267676767676776,10840.20182735294
2020-12-14,震荡策略,-0.004366146100016954,10792.871922421045
2020-12-15,震荡策略,0.018442263371379664,10991.916908947904
2020-12-16,震荡策略,-0.00899481541074465,10893.046645341674
2020-12-17,震荡策略,0.015166383047436893,11058.254763318524
2020-12-18,震荡策略,0.01749121875320281,11251.677116412375
2020-12-21,震荡策略,-0.021875096316843923,11005.545595764825
2020-12-22,震荡策略,0.040396103077411594,11450.126750074494
