日期,收益率,资金余额
2018-03-12 00:00:00,0.002494762902304215,10024.947629023041
2018-03-13 00:00:00,-0.1046712638437719,8975.623690725575
2018-03-14 00:00:00,-0.0035220979822198073,8944.010664635307
2018-03-15 00:00:00,0.03630363036303641,9268.710721767282
2018-03-16 00:00:00,-0.03036778302855969,8987.240525614168
2018-03-17 00:00:00,-0.010806916426512991,8890.116168348884
2018-03-18 00:00:00,0.06513217085814671,9469.148733574557
2018-03-19 00:00:00,0.0659460003016743,10093.601218815464
2018-03-20 00:00:00,-0.02750865541541292,9815.939820986478
2018-03-21 00:00:00,-0.01791690513837818,9640.068558369834
2018-03-22 00:00:00,0.01458909521928109,9780.70843648829
2018-03-23 00:00:00,-0.052162738397733666,9270.519900971245
2018-03-24 00:00:00,-0.0016331309894307422,9255.379927632834
2018-03-25 00:00:00,-0.06438271604938284,8659.49342982289
2018-03-26 00:00:00,-0.03809021134349366,8329.651494953343
2018-03-27 00:00:00,-0.015546766044033933,8200.152351932966
2018-03-28 00:00:00,-0.1764555609744768,6753.189868596459
2018-03-29 00:00:00,-0.01792109641578077,6632.165301847268
2018-03-30 00:00:00,-0.019396706436375588,6503.52313844982
2018-03-31 00:00:00,-0.05885797950219629,6120.738906874882
2018-04-01 00:00:00,0.03044492843808344,6307.08436488288
2018-04-02 00:00:00,0.06790766490028233,6735.383736431157
2018-04-03 00:00:00,-0.08503569661412314,6162.635688440298
2018-04-04 00:00:00,-0.012067367119901196,6088.268901161683
2018-04-05 00:00:00,-0.05050125901249625,5780.803656446391
2018-04-06 00:00:00,0.05002470762642064,6069.986669205865
2018-04-07 00:00:00,0.024958037240968123,6221.481622548085
2018-04-08 00:00:00,-0.02249839297193068,6081.508284136354
2018-04-09 00:00:00,0.0180841736080668,6191.487335745572
2018-04-10 00:00:00,0.027820924903495747,6363.740239954294
2018-04-11 00:00:00,0.10183744314101029,7011.807274804799
2018-04-12 00:00:00,0.005608517341589847,7051.1331175014275
2018-04-13 00:00:00,-0.004442883958353017,7019.805751285468
2018-04-14 00:00:00,0.05924961341254975,7435.7265282803255
2018-04-15 00:00:00,-0.016404149058778295,7313.749761950103
2018-04-16 00:00:00,-0.01334479032405056,7216.149304894304
2018-04-17 00:00:00,0.18362715084978354,8541.230241858691
2018-04-18 00:00:00,0.07837235228539563,9210.626547324317
2018-04-19 00:00:00,0.16456114959164703,10726.337840411348
2018-04-20 00:00:00,0.024962715716213335,10994.096362597598
2018-04-21 00:00:00,0.03339684739303661,11361.26452104361
2018-04-22 00:00:00,0.2067032082872371,13709.674347743283
2018-04-23 00:00:00,-0.025552337493662258,13359.360121881542
2018-04-24 00:00:00,-0.07982893799002122,12292.896591125498
2018-04-25 00:00:00,0.1001704105344694,13524.281089316319
2018-04-26 00:00:00,-0.06357018136757919,12664.54008760236
2018-04-27 00:00:00,0.04659293399397013,13254.618167968005
2018-04-28 00:00:00,0.03635775862068957,13736.526375928392
2018-04-29 00:00:00,-0.06628264049188615,12826.033136545419
2018-04-30 00:00:00,0.00446180001336316,12883.260331365453
2018-05-01 00:00:00,0.07915742793791569,13903.066082650921
2018-05-02 00:00:00,0.035716731730703444,14399.638164159205
2018-05-03 00:00:00,0.004357745081831732,14462.388116549226
2018-05-04 00:00:00,0.16404624581917782,16834.888592649015
2018-05-05 00:00:00,-0.004524886877828038,16758.71262616644
2018-05-06 00:00:00,-0.062392045454545464,15713.102266235
2018-05-07 00:00:00,-0.03168726025487967,15215.197105313273
2018-05-08 00:00:00,0.018837223856311258,15501.809179203958
2018-05-09 00:00:00,-0.06695331695331708,14463.911635878874
2018-05-10 00:00:00,-0.09930875576036857,13027.518567891826
2018-05-11 00:00:00,0.06502941928882056,13874.690535136158
2018-05-12 00:00:00,0.013327660041726253,14059.60769377261
2018-05-13 00:00:00,-0.0443198287889256,13436.488287945147
2018-05-14 00:00:00,-0.053036638083764465,12723.86212150066
2018-05-15 00:00:00,-0.04400341250954154,12163.968767853738
2018-05-16 00:00:00,-0.06631127393421321,11357.360502761374
2018-05-17 00:00:00,0.00716830853070638,11438.773566939626
2018-05-18 00:00:00,-0.021892949304919584,11188.345077128162
2018-05-19 00:00:00,0.10042553191489367,12311.94058274614
2018-05-20 00:00:00,-0.05065738592420732,11688.249857170058
2018-05-21 00:00:00,-0.07727087576374725,10785.088554561034
2018-05-22 00:00:00,-0.1225974484615725,9462.864216339742
2018-05-23 00:00:00,0.07799434488171553,10200.914111597789
2018-05-24 00:00:00,-0.0563614300382711,9625.976004570557
2018-05-25 00:00:00,-0.00576702409686225,9570.46276899638
2018-05-26 00:00:00,-0.01111343262792408,9464.102075795083
2018-05-27 00:00:00,-0.11350008048937521,8389.925728432678
2018-05-28 00:00:00,0.12113130029167762,9406.208341268328
2018-05-29 00:00:00,-0.0047274862325883404,9361.740620834124
2018-05-30 00:00:00,0.01313099463978773,9484.66958674538
2018-05-31 00:00:00,0.00675648542285745,9548.752618548844
2018-06-01 00:00:00,0.08096249538795997,10321.843458388876
2018-06-02 00:00:00,0.07778597785977848,11124.738145115212
2018-06-03 00:00:00,-0.06126746096959734,10443.153685012376
2018-06-04 00:00:00,0.049473895362620146,10959.81717768044
2018-06-05 00:00:00,-0.018149435273675185,10760.902685202815
2018-06-06 00:00:00,0.013175708559343802,10902.685202818508
2018-06-07 00:00:00,-0.027091703056768446,10607.312892782325
2018-06-08 00:00:00,-0.02390527657588104,10353.742144353455
2018-06-09 00:00:00,-0.14012047638754765,8902.97086269282
2018-06-10 00:00:00,0.017347779120632234,9057.41763473624
