candle_end_time,open,high,low,close,amount,info,ÅÅÃû,±ê×¼»¯³É½»Á¿,µ±ÈÕ³Ö²ÖÕÇµø·ù,µ±ÈÕ¿ª²ÖÕÇµø·ù,µ±ÈÕÆ½²ÖÕÇµø·ù,×Ê½ðÇúÏß,signal,pos,×´Ì¬,×îÖÕÕÇµø·ù
2007-05-17,3716.44,3794.16,3705.27,3778.6,90256500.0,,21.0,0.0,0.02116320612708722,0.016603691275874553,0.004243999037913282,1.8279803975637248,,0.0,¿Õ²Ö,0.0
2007-05-18,3771.27,3805.21,3746.24,3776.63,82418900.0,,16.0,-0.25,-0.0005213571163922293,0.0013011157453449126,-0.0020596391256020308,1.8270273669748294,,0.0,¿Õ²Ö,0.0
2007-05-21,3650.8,3843.84,3643.08,3831.44,98478700.0,,27.0,0.30000000000000004,0.014512938784048135,0.04935364368525137,-0.033434065820586056,1.8535429033085158,1.0,0.0,¿Õ²Ö,0.0
2007-05-22,3849.04,3893.19,3849.04,3870.49,109618000.0,,35.0,0.7,0.010191990478775503,0.005452163897587034,0.004473021944751965,1.8724341949310381,,1.0,¿ª²Ö,0.005452163897587034
2007-05-23,3879.76,3939.49,3853.91,3938.95,98523200.0,,26.0,0.25,0.01768768295487133,0.015134282201495389,0.002274758183072434,1.9055532173248382,,1.0,³Ö²Ö,0.01768768295487133
2007-05-24,3953.89,3972.58,3858.51,3919.75,113814000.0,,37.0,0.8,-0.004874395460719216,-0.008753484179471928,0.003672433821195975,1.8962647973721511,,1.0,³Ö²Ö,-0.004874395460719216
2007-05-25,3907.73,3996.85,3888.31,3985.25,95416600.0,,23.0,0.09999999999999998,0.016710249378149022,0.019715238100051435,-0.003186154116971762,1.927951855023245,0.0,1.0,³Ö²Ö,0.016710249378149022
2007-05-28,4033.92,4091.94,4027.36,4072.58,114042000.0,,37.0,0.8,0.0219133053133429,0.009462594458520547,0.012091068214039158,1.9701996526517953,1.0,0.0,Æ½²Ö,0.012091068214039158
2007-05-29,4090.9,4168.53,4079.87,4168.29,113267000.0,,35.0,0.7,0.023501073029873032,0.018795342153602956,0.00437783714500406,2.0165014585721956,,1.0,¿ª²Ö,0.018795342153602956
2007-05-30,3906.04,4104.2,3849.7,3886.46,132739000.0,,40.0,0.95,-0.06761285803051131,-0.00513213362937678,-0.06302793826725106,1.8801600317354348,,1.0,³Ö²Ö,-0.06761285803051131
2007-05-31,3828.92,3991.73,3683.56,3927.95,126078000.0,,39.0,0.9,0.010675524770613842,0.02574060115011352,-0.014923470304595954,1.9002317267269444,,1.0,³Ö²Ö,0.010675524770613842
2007-06-01,3953.1,4014.15,3780.03,3803.95,119938000.0,,38.0,0.85,-0.03156862994691889,-0.03784534143575734,0.006282062653546916,1.8402440145325067,,1.0,³Ö²Ö,-0.03156862994691889
2007-06-04,3804.96,3822.41,3503.94,3511.43,90531000.0,,13.0,-0.3999999999999999,-0.07689901286820278,-0.07725477299143095,0.00014548161779215363,1.6987310663783384,0.0,1.0,³Ö²Ö,-0.07689901286820278
2007-06-05,3407.0,3635.15,3246.73,3634.63,113768000.0,,32.0,0.55,0.03508542103929169,0.06668444283310598,-0.029856451645056237,1.7583317610747475,1.0,0.0,Æ½²Ö,-0.029856451645056237
2007-06-06,3652.89,3712.53,3550.74,3677.58,95951500.0,,19.0,-0.10000000000000009,0.01181688369930356,0.006638235301582556,0.004903292274591964,1.7791097630001595,0.0,1.0,¿ª²Ö,0.006638235301582556
2007-06-07,3694.55,3802.3,3684.46,3802.3,94190600.0,,15.0,-0.30000000000000004,0.033913606230184135,0.02904109532867338,0.004493893810603833,1.839445790942823,,0.0,Æ½²Ö,0.004493893810603833
2007-06-08,3814.19,3861.21,3769.15,3837.87,89074700.0,,8.0,-0.6499999999999999,0.0093548641611656,0.006087664971775536,0.00300667943087074,1.8566535564489208,,0.0,¿Õ²Ö,0.0
2007-06-11,3876.07,3937.79,3870.23,3931.86,90982300.0,,11.0,-0.5,0.02449014687834672,0.01427173229894983,0.009832243301623134,1.9021232747485595,,0.0,¿Õ²Ö,0.0
2007-06-12,3953.96,4036.35,3834.02,4036.11,99389800.0,,21.0,0.0,0.026514168866643262,0.020654160616953816,0.005500074977237146,1.9525564924604153,,0.0,¿Õ²Ö,0.0
2007-06-13,4071.74,4146.52,4064.15,4118.27,109453000.0,,28.0,0.35,0.020356234096692294,0.011306190202707728,0.008706747635718326,1.9923031895079557,1.0,0.0,¿Õ²Ö,0.0
2007-06-14,4103.52,4132.0,4022.78,4075.82,86609200.0,,5.0,-0.8,-0.010307726302549391,-0.0068694778422512025,-0.003701171219954058,1.9717670735188113,0.0,1.0,¿ª²Ö,-0.0068694778422512025
2007-06-15,4043.11,4115.73,4025.1,4099.38,68779600.0,,1.0,-1.0,0.005780431913087414,0.013795848597735208,-0.00814441589667847,1.9831647388357545,,0.0,Æ½²Ö,-0.00814441589667847
2007-06-18,4178.76,4246.4,4177.19,4227.57,87872900.0,,7.0,-0.7,0.0312705823807502,0.011559111427720994,0.019241580141387438,2.045179455176117,,0.0,¿Õ²Ö,0.0
2007-06-19,4227.59,4254.71,4186.18,4253.0,81540500.0,,4.0,-0.8500000000000001,0.006015275915005613,0.005889809852859808,-0.0001152697175916817,2.057481773894702,,0.0,¿Õ²Ö,0.0
2007-06-20,4268.65,4292.2,4138.33,4157.6,86863000.0,,8.0,-0.6499999999999999,-0.022431225017634504,-0.026132114869512127,0.003559313896073446,2.0113299372547884,,0.0,¿Õ²Ö,0.0
2007-06-21,4140.69,4208.87,4110.96,4197.28,73739500.0,,2.0,-0.95,0.009543967673657727,0.013545178903414688,-0.0041867622666925675,2.0305260051570078,,0.0,¿Õ²Ö,0.0
2007-06-22,4203.13,4220.92,3970.35,4051.43,79552400.0,,4.0,-0.8500000000000001,-0.03474869439255901,-0.03620780543699778,0.0012735925170588303,1.9599678775476634,,0.0,¿Õ²Ö,0.0
2007-06-25,4066.45,4105.99,3850.84,3877.59,70031000.0,,2.0,-0.95,-0.042908306449821354,-0.04655787110855989,0.00358688808642893,1.8758689752260425,,0.0,¿Õ²Ö,0.0
2007-06-26,3804.41,3929.37,3752.93,3928.21,58885100.0,,1.0,-1.0,0.01305450034686495,0.03241729239473071,-0.01899028241768741,1.900357507413804,,0.0,¿Õ²Ö,0.0
2007-06-27,3946.88,4053.41,3912.2,4040.48,65290500.0,,2.0,-0.95,0.028580447582995827,0.023592103275481138,0.004632230557938488,1.9546705755433966,,0.0,¿Õ²Ö,0.0
2007-06-28,4038.38,4067.81,3857.85,3858.52,66858000.0,,3.0,-0.8999999999999999,-0.045034253356036946,-0.04465230286500503,-0.0006396778600562536,1.8666434456167849,,0.0,¿Õ²Ö,0.0
2007-06-29,3769.33,3867.75,3718.16,3764.08,58920900.0,,2.0,-0.95,-0.024475705710997997,-0.0015126389580513645,-0.023232306583871543,1.8209560299745051,,0.0,¿Õ²Ö,0.0
2007-07-02,3746.18,3801.9,3644.19,3757.66,49747300.0,,1.0,-1.0,-0.0017055960553442606,0.0029441016992807533,-0.004874907440862053,1.8178502145528252,,0.0,¿Õ²Ö,0.0
2007-07-03,3782.78,3835.29,3744.01,3832.23,46409100.0,,1.0,-1.0,0.019844797027937622,0.01295084239038234,0.0065642092153095355,1.853925083087819,,0.0,¿Õ²Ö,0.0
2007-07-04,3840.41,3848.08,3727.56,3743.58,38233700.0,,1.0,-1.0,-0.023132745164042845,-0.025330414122168243,0.0020142712728619117,1.8110387065875215,,0.0,¿Õ²Ö,0.0
2007-07-05,3688.31,3706.6,3535.04,3537.44,43225500.0,,2.0,-0.95,-0.05506493784024913,-0.04101999069139414,-0.01488217086318444,1.7113139727829945,,0.0,¿Õ²Ö,0.0
2007-07-06,3517.6,3712.74,3475.27,3710.28,51366500.0,,5.0,-0.8,0.04886019268171338,0.054649425694115794,-0.005727902664073525,1.7949291032320798,,0.0,¿Õ²Ö,0.0
2007-07-09,3743.87,3840.99,3722.23,3821.3,54073100.0,,6.0,-0.75,0.029922270017357144,0.0205593407410295,0.00893213870651266,1.8486374565210029,,0.0,¿Õ²Ö,0.0
2007-07-10,3832.76,3852.93,3764.25,3775.62,51907900.0,,6.0,-0.75,-0.011954047052050387,-0.015026513540528452,0.002878619527385995,1.826538757383568,,0.0,¿Õ²Ö,0.0
2007-07-11,3751.49,3797.81,3732.29,3789.87,33628900.0,,1.0,-1.0,0.0037742145660846216,0.010109388580958447,-0.0065102364115032785,1.833432506567203,,0.0,¿Õ²Ö,0.0
2007-07-12,3799.19,3839.21,3780.03,3816.92,31368100.0,,1.0,-1.0,0.007137447986342638,0.0045462386869445405,0.0023388921519735817,1.8465185357192961,,0.0,¿Õ²Ö,0.0
2007-07-13,3825.03,3829.68,3773.93,3820.12,26893200.0,,1.0,-1.0,0.0008383723001792465,-0.0014034816450780429,0.0020044948282909036,1.8480666057114106,,0.0,¿Õ²Ö,0.0
2007-07-16,3824.91,3830.37,3697.22,3697.97,29931900.0,,2.0,-0.95,-0.031975435326638935,-0.03330371254633998,0.0011337368459629626,1.788973871481164,,0.0,¿Õ²Ö,0.0
2007-07-17,3684.33,3812.25,3650.25,3789.65,32553800.0,,4.0,-0.8500000000000001,0.024791980464957897,0.02846251464022292,-0.003808067561391737,1.8333260767552453,,0.0,¿Õ²Ö,0.0
