_id,timestamp,代码,日期,开盘,最高,最低,收盘,成交量,收盘timestamp,成交额,成交笔数,主动买入成交量,主动买入成交额,昨日成交额,开盘收盘幅,开盘开盘幅,涨跌幅,SMA121开盘比值,SMA121收盘比值,SMA121最高比值,SMA121最低比值,SMA121昨日成交额比值,SMA9开盘比值,SMA4开盘比值,SMA9开盘动能4,SMA9昨日成交额比值,SMA4昨日成交额比值,SMA9昨日成交额动能4,未来60日最高开盘价,未来60日最低开盘价,未来60日最高开盘价日期,未来60日最低开盘价日期,1日后总涨跌幅（未来函数）,40日最高开盘价比值,40日最低开盘价比值,2日后总涨跌幅（未来函数）,80日最高开盘价比值,80日最低开盘价比值,3日后总涨跌幅（未来函数）,120日最高开盘价比值,120日最低开盘价比值,4日后总涨跌幅（未来函数）,160日最高开盘价比值,160日最低开盘价比值,5日后总涨跌幅（未来函数）,200日最高开盘价比值,200日最低开盘价比值,6日后总涨跌幅（未来函数）,240日最高开盘价比值,240日最低开盘价比值,7日后总涨跌幅（未来函数）,280日最高开盘价比值,280日最低开盘价比值,8日后总涨跌幅（未来函数）,320日最高开盘价比值,320日最低开盘价比值,9日后总涨跌幅（未来函数）,360日最高开盘价比值,360日最低开盘价比值,10日后总涨跌幅（未来函数）,400日最高开盘价比值,400日最低开盘价比值,11日后总涨跌幅（未来函数）,440日最高开盘价比值,440日最低开盘价比值,12日后总涨跌幅（未来函数）,480日最高开盘价比值,480日最低开盘价比值,13日后总涨跌幅（未来函数）,520日最高开盘价比值,520日最低开盘价比值
643c930b7cde47ec5f51d900,1520812800.0,BCCUSDT,2018-03-12 00:00:00,1139.95,1151.88,1008.0,1050.2,7476.36865,1520899199.999,8100675.7832631,25238.0,3586.93566,3883998.9127728,10022656.1642833,-0.0035088027087959,14.327693588342072,-7.876384880569121,0.6832370391148812,0.6306008826830324,0.6319797033722563,0.6663013794418317,0.9310084418147436,0.9929445581638444,1.0784181560605726,1.0860809369405136,8919.158103381586,1.4206478307768236,0.0001592804852554,1768.0,607.1,54.0,25.0,0.2494762902304215,,,-10.24376309274424,,,-10.559893353646933,,,-7.312892782327185,,,-10.127594743858314,,,-11.09883831651115,,,-5.308512664254428,,,0.9360121881546224,,,-1.8406017901352325,,,-3.5993144163016577,,,-2.192915635117121,,,-7.294800990287564,,,-7.446200723671681,,
643c930b7cde47ec5f51d901,1520899200.0,BCCUSDT,2018-03-13 00:00:00,1050.2,1099.93,987.9,1052.82,7251.67838,1520985599.999,7588201.3944442,26174.0,3513.94598,3686597.5482881,8100675.7832631,0.0,-7.873152331242594,0.2494762902304215,0.6303308430623312,0.6331481570391194,0.6073522593481614,0.6530617485216281,0.74974345120033,0.9344663433732272,0.9886003144091636,1.0579303593113094,7377.007719345766,1.04821244146284,0.0001420918184366,1768.0,607.1,53.0,24.0,-10.46712638437719,,,-10.782469937881125,,,-7.54354970460287,,,-10.351247126764296,,,-11.320073706806475,,,-5.544157595790344,,,0.6848274158925527,,,-2.084876807051539,,,-3.839212780912216,,,-2.436313899811926,,,-7.525502934974626,,,-7.676525901863562,,,-13.62056191941642,,
643c930b7cde47ec5f51d902,1520985600.0,BCCUSDT,2018-03-14 00:00:00,1052.9,1070.0,905.44,942.62,6458.59006,1521071999.999,6436190.0932612,22240.0,3116.04808,3107545.2994139,7588201.3944442,0.0075986398434757,0.2570938868786898,-10.46712638437719,0.632924447487936,0.5680258340476587,0.5919873436242593,0.598896080567795,0.7049657269763977,0.9587215831486948,0.99326909017155,1.036034973687973,7138.044578670653,1.005918431161451,0.0001409235288565,1768.0,607.1,52.0,23.0,-0.3522097982219807,,,3.26536674375677,,,0.1294264921177124,,,-0.9526638518172814,,,5.498504169230456,,,12.455708557000689,,,9.362203220810072,,,7.402770999978769,,,8.969680252912093,,,3.285523328594775,,,3.116844539687258,,,-3.522097982219774,,,-7.196961660053891,,
643c930b7cde47ec5f51d903,1521072000.0,BCCUSDT,2018-03-15 00:00:00,942.29,955.0,865.75,939.3,5657.73134,1521158399.999,5158980.3422947,19295.0,2932.15536,2665896.7286004,6436190.0932612,-0.0350088052449626,-10.505271155855269,-0.3522097982219807,0.5675836547665198,0.5668799063187976,0.5293476076470309,0.5736348773203352,0.5967537406672859,0.8863078423196197,0.9005624393717107,1.0160831218809756,6225.866488036464,0.8008268587011111,0.0001286289804383,1768.0,607.1,51.0,22.0,3.630363036303641,,,0.4833386564462971,,,-0.6025763866709166,,,5.871393590972018,,,12.85318854466091,,,9.74874906845522,,,7.78239114234005,,,9.354838709677438,,,3.650590865538184,,,3.48131587352285,,,-3.1810923027786653,,,-6.868944959012024,,,-8.316831683168314,,
643c930b7cde47ec5f51d904,1521158400.0,BCCUSDT,2018-03-16 00:00:00,939.0,1062.71,892.18,973.4,8591.20735,1521244799.999,8527082.201536,28209.0,4226.561,4176756.0560723,5158980.3422947,-0.0319386777387409,-0.3491494126012129,3.630363036303641,0.5664592074237619,0.5881009194747219,0.5897182991108634,0.5920056102289284,0.4768666048529076,0.9085123446305224,0.9426788040327366,1.037607039248442,5053.398013140157,0.7563365106849964,0.0001496688977829,1768.0,607.1,50.0,21.0,-3.036778302855958,,,-4.084651736182455,,,2.162523114855164,,,8.899732895007183,,,5.904047667967949,,,4.0065748921306765,,,5.523936716663247,,,0.0195192110129527,,,-0.1438257653585295,,,-6.572837476885152,,,-10.131497842613523,,,-11.528662420382174,,,-27.139921923155946,,
643c930b7cde47ec5f51d905,1521244800.0,BCCUSDT,2018-03-17 00:00:00,970.0,1028.0,923.01,943.84,9338.77135,1521331199.999,9122687.418474,26672.0,4542.51022,4436746.3927918,8527082.201536,-0.3492911444421542,3.301384451544198,-3.036778302855958,0.5858085787990398,0.5701149498733568,0.5708993174249406,0.6122848504026519,0.7836811229826067,0.9507090568922608,0.9938040925262334,1.0453293626704727,8429.783764046097,1.230883072768376,0.0001460159723216,1768.0,607.1,49.0,20.0,-1.0806916426512991,,,5.362137650449239,,,12.3103492117308,,,9.220842515680603,,,7.263943041193421,,,8.828826919816922,,,3.152017291066289,,,2.9835565350059268,,,-3.646804543142912,,,-7.316918121715554,,,-8.757840311917287,,,-24.858026784200717,,,-26.204653331073068,,
643c930b7cde47ec5f51d906,1521331200.0,BCCUSDT,2018-03-18 00:00:00,942.13,950.33,840.23,933.64,10552.46978,1521417599.999,9477690.2308136,29117.0,5175.50013,4646536.333024,9122687.418474,-0.1811747753856618,-2.873195876288659,-1.0806916426512991,0.5688688884799159,0.5646187301550807,0.5283950355190677,0.5574092521164815,0.8354895016015982,0.9322317702263536,0.9934360023408942,1.065653450214081,9147.568805625298,1.2477628473357416,0.0001364037673669,1768.0,607.1,48.0,19.0,6.513217085814671,,,13.5373377318881,,,10.414078231438229,,,8.435799665824085,,,10.01777987232768,,,4.278951201747994,,,4.108650014995074,,,-2.5941476372049244,,,-6.304357139796924,,,-7.761021378689858,,,-24.03710209502592,,,-25.398440512403063,,,-26.8454650614798,,
643c930b7cde47ec5f51d907,1521417600.0,BCCUSDT,2018-03-19 00:00:00,933.64,1000.0,904.0,994.45,9498.10868,1521503999.999,9066193.1302021,27593.0,4927.54566,4711076.6884602,9477690.2308136,0.0,-0.9011495228896216,6.513217085814671,0.564431218975327,0.6020921031148421,0.557005765331906,0.6006170898030828,0.8667546975192754,0.937055045053084,0.9867336720593312,1.053015697710088,9509.11256500061,1.1742007076808327,0.0001234816287697,1768.0,607.1,47.0,18.0,6.59460003016743,,,3.662325908793784,,,1.8050178490622848,,,3.290260948262857,,,-2.0976419126150114,,,-2.2575292875458786,,,-8.550455025390924,,,-12.033787520740113,,,-13.401377645934954,,,-28.682186133038368,,,-29.960279551510894,,,-31.31881944793605,,,-35.36125496505606,,
643c930b7cde47ec5f51d908,1521504000.0,BCCUSDT,2018-03-20 00:00:00,994.45,1073.12,945.0,1060.03,8914.22814,1521590399.999,9050260.4925927,27240.0,4495.82907,4564481.2837211,9066193.1302021,0.0,6.513217085814671,6.59460003016743,0.6018931491592266,0.6421143718210579,0.5982324232409604,0.6284959036874617,0.8282784380852692,0.9983814041068404,1.0358260724645971,1.0375053744027365,9178.063526744752,1.001964972693416,0.0001091695399333,1768.0,607.1,46.0,17.0,-2.750865541541281,,,-4.493269058422877,,,-3.099912266633953,,,-8.154486193786958,,,-8.304481948624097,,,-14.208088450326883,,,-17.475920492816243,,,-18.758903049913688,,,-33.09434638642303,,,-34.29336905559277,,,-35.567861286944705,,,-39.36020678660038,,,-37.51403262171825,,
643c930b7cde47ec5f51d909,1521590400.0,BCCUSDT,2018-03-21 00:00:00,1060.4,1085.69,1007.03,1030.87,6038.04317,1521676799.999,6305397.2471428,25990.0,2754.06302,2876128.1466955,9050260.4925927,0.0349046725092838,6.6318065262205295,-2.750865541541281,0.6421282631042139,0.625089145231595,0.6056983419756728,0.670312742048487,0.8253702551497777,1.0741237207386392,1.0791172893843706,1.0046489697130023,9181.898308001748,0.9859522381468744,0.000107379999764,1768.0,607.1,45.0,16.0,-1.791690513837818,,,-0.3589201354195825,,,-5.556471718063372,,,-5.710710370851791,,,-11.781310931543254,,,-15.141579442606725,,,-16.460853453878755,,,-31.20180042100361,,,-32.43473958889093,,,-33.74528311038249,,,-37.644901878995405,,,-35.74650537895175,,,-31.38320059755352,,
