_id,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,代码,昨日成交额,开盘收盘幅,SMA121开盘比值,SMA121昨日成交额比值,未来60日最高开盘价,未来60日最低开盘价,未来60日最高开盘价日期,未来60日最低开盘价日期,1日后总涨跌幅（未来函数）,10日最高开盘价比值,10日最低开盘价比值,2日后总涨跌幅（未来函数）,20日最高开盘价比值,20日最低开盘价比值,3日后总涨跌幅（未来函数）,30日最高开盘价比值,30日最低开盘价比值,4日后总涨跌幅（未来函数）,40日最高开盘价比值,40日最低开盘价比值,5日后总涨跌幅（未来函数）,50日最高开盘价比值,50日最低开盘价比值,6日后总涨跌幅（未来函数）,60日最高开盘价比值,60日最低开盘价比值,7日后总涨跌幅（未来函数）,70日最高开盘价比值,70日最低开盘价比值,8日后总涨跌幅（未来函数）,80日最高开盘价比值,80日最低开盘价比值,9日后总涨跌幅（未来函数）,90日最高开盘价比值,90日最低开盘价比值,10日后总涨跌幅（未来函数）,100日最高开盘价比值,100日最低开盘价比值,11日后总涨跌幅（未来函数）,110日最高开盘价比值,110日最低开盘价比值,12日后总涨跌幅（未来函数）,120日最高开盘价比值,120日最低开盘价比值,13日后总涨跌幅（未来函数）,130日最高开盘价比值,130日最低开盘价比值,14日后总涨跌幅（未来函数）,140日最高开盘价比值,140日最低开盘价比值,15日后总涨跌幅（未来函数）,150日最高开盘价比值,150日最低开盘价比值,16日后总涨跌幅（未来函数）,160日最高开盘价比值,160日最低开盘价比值
643f5e11556c64e882e4b679,2021-02-22,17.8,19.48,19.48,17.69,57049,108684842.0,10.12,10.118711136235149,1.79,5.38,603655.0,93615249.0,0.621820237422277,0.4672524134938706,0.7844432499410543,28.77,20.06,10.0,22.0,10.112936344969192,1.0,1.231833910034602,18.48049281314168,0.9679173463839044,1.231833910034602,14.168377823408608,0.8214120904476234,1.231833910034602,20.636550308008218,0.6617100371747212,1.231833910034602,21.66324435318274,0.4836956521739131,1.231833910034602,11.293634496919914,0.2749884134095473,1.231833910034602,12.217659137576998,0.2664670658682635,1.231833910034602,14.425051334702244,0.2664670658682635,1.231833910034602,25.975359342915795,0.2664670658682635,1.231833910034602,38.65503080082136,,,34.95893223819302,,,21.3552361396304,,,18.326488706365502,,,12.063655030800804,,,13.963039014373702,,,25.46201232032854,,
643f5e27556c64e882e58ff7,2021-02-22,7.08,7.72,7.72,7.04,270061,287456400.0,9.7,10.128388017118397,0.71,8.44,603222.0,172206997.0,0.9985734664764712,0.3449639404201509,1.5306396919045178,14.94,7.44,10.0,1.0,-4.922279792746109,1.0,1.1587561374795416,4.663212435233155,0.9135483870967742,1.1587561374795416,15.15544041450778,0.7531914893617021,1.1587561374795416,26.81347150259066,0.3627049180327868,1.1587561374795416,39.5077720207254,0.2349817457683372,1.1587561374795416,43.52331606217616,0.23374050841862,1.1587561374795416,48.05699481865284,0.23374050841862,1.1587561374795416,59.84455958549224,0.23374050841862,1.1587561374795416,75.90673575129534,0.23374050841862,1.1587561374795416,93.52331606217616,,,94.43005181347152,,,74.87046632124353,,,69.55958549222798,,,52.59067357512952,,,49.093264248704656,,,63.98963730569949,,
643f5e27556c64e882e58ff8,2021-02-23,7.79,7.34,8.04,7.31,283730,302677936.0,9.46,-4.922279792746109,-0.38,8.87,603222.0,287456400.0,0.90673575129534,0.3820484760051875,2.513833237398363,14.94,7.44,9.0,0.0,10.081743869209811,1.0,1.2749590834697218,21.11716621253408,1.0,1.2749590834697218,33.378746594005435,0.8598233995584988,1.2749590834697218,46.730245231607626,0.443621867881549,1.2749590834697218,50.95367847411445,0.2585462993693992,1.2749590834697218,55.722070844686655,0.2571805876526906,1.2749590834697218,68.11989100817439,0.2571805876526906,1.2749590834697218,85.01362397820165,0.2571805876526906,1.2749590834697218,103.54223433242508,0.2571805876526906,1.2749590834697218,104.49591280653952,,,83.92370572207084,,,78.33787465940054,,,60.49046321525886,,,56.81198910081744,,,72.47956403269755,,,71.5258855585831,,
643f5e27556c64e882e58ff9,2021-02-24,7.44,8.08,8.08,7.27,261631,289016368.0,11.04,10.081743869209811,0.74,8.18,603222.0,302677936.0,1.3623978201634968,0.3673039731694772,2.5986132768273347,14.94,8.22,8.0,0.0,10.024752475247524,0.9550706033376124,1.2176759410801965,21.16336633663365,0.9550706033376124,1.2176759410801965,33.292079207920786,0.8671328671328672,1.2176759410801965,37.12871287128714,0.4708860759493671,1.2176759410801965,41.46039603960397,0.2469299701294391,1.2176759410801965,52.722772277227726,0.2456256190161769,1.2176759410801965,68.06930693069306,0.2456256190161769,1.2176759410801965,84.90099009900989,0.2456256190161769,1.2176759410801965,85.76732673267327,0.2456256190161769,1.2176759410801965,67.07920792079207,,,62.00495049504951,,,45.79207920792079,,,42.45049504950495,,,56.68316831683169,,,55.81683168316831,,,48.01980198019802,,
643f5e27556c64e882e58ffa,2021-02-25,8.22,8.89,8.89,8.11,477286,583423152.0,9.65,10.024752475247524,0.81,14.92,603222.0,289016368.0,1.7326732673267342,0.4084228853474146,2.4351713914984794,14.94,8.92,7.0,0.0,10.123734533183338,1.0,1.3453355155482816,21.147356580427434,1.0,1.3453355155482816,24.634420697412818,1.0,1.3453355155482816,28.57142857142856,0.5784658691062632,1.3453355155482816,38.80764904386951,0.2728177895784932,1.3453355155482816,52.75590551181102,0.2713766919775504,1.3453355155482816,68.05399325084363,0.2713766919775504,1.3453355155482816,68.84139482564677,0.2713766919775504,1.3453355155482816,51.85601799775028,0.2713766919775504,1.3453355155482816,47.24409448818896,,,32.5084364454443,,,29.471316085489292,,,42.40719910011248,,,41.61979752530933,,,34.533183352081,,,39.370078740157474,,
643f5e19556c64e882e502ba,2021-02-25,7.1,7.79,7.79,7.07,1086460,811254944.0,10.17,10.028248587570632,0.71,2.79,600340.0,1273674496.0,0.2824858757062065,0.4977231382454841,4.848985029459344,8.07,4.91,0.0,59.0,8.857509627727866,0.6311111111111111,1.0304789550072568,3.3376123234916566,0.5916666666666667,1.0304789550072568,-0.898587933247752,0.531039640987285,1.0304789550072568,-1.1553273427471145,0.5042613636363636,1.0304789550072568,-1.9255455712451908,0.4730179880079946,1.0304789550072568,-0.3851091142490381,0.4730179880079946,1.0304789550072568,2.5673940949935803,0.4730179880079946,1.0304789550072568,-3.722721437740695,0.4698874917273329,1.0304789550072568,-8.34403080872914,,,-6.803594351732989,,,-9.884467265725297,,,-11.938382541720149,,,-10.911424903722722,,,-8.087291399229779,,,-11.039794608472407,,,-11.29653401797176,,
643f5e27556c64e882e58ffb,2021-02-26,8.92,9.79,9.79,8.0,479474,625390784.0,20.13,10.123734533183338,0.9,14.98,603222.0,583423152.0,0.3374578177727683,0.4459355051955288,4.73727505645314,14.94,9.52,6.0,18.0,10.010214504596537,1.0,1.459901800327332,13.176710929519931,1.0,1.459901800327332,16.7517875383044,1.0,1.459901800327332,26.046986721144027,0.6974198592650509,1.459901800327332,38.7129724208376,0.2994293387042632,1.459901800327332,52.60469867211442,0.2944866292505778,1.459901800327332,53.3197139938713,0.2944866292505778,1.459901800327332,37.89581205311543,0.2944866292505778,1.459901800327332,33.70786516853934,0.2944866292505778,1.459901800327332,20.326864147088862,,,17.568947906026565,,,29.315628192032705,,,28.6006128702758,,,22.16547497446375,,,26.557711950970383,,,19.713993871297266,,
643f5e27556c64e882e58ffc,2021-03-01,9.85,10.77,10.77,9.85,265407,391582608.0,9.4,10.010214504596537,0.98,8.29,603222.0,625390784.0,0.6128702757916216,0.4953122272738599,4.889029030390567,14.94,9.52,5.0,17.0,2.8783658310120863,1.0,1.612111292962357,6.128133704735372,1.0,1.612111292962357,14.577530176415966,1.0,1.612111292962357,26.090993500464265,0.8565217391304347,1.612111292962357,38.71866295264624,0.3306478684122189,1.612111292962357,39.3686165273909,0.3251898316275998,1.612111292962357,25.348189415041777,0.3251898316275998,1.612111292962357,21.541318477251625,0.3251898316275998,1.612111292962357,9.37790157845868,0.3251898316275998,1.612111292962357,6.870937790157838,0.3251898316275998,1.612111292962357,17.54874651810585,,,16.898792943361187,,,11.049210770659258,,,15.041782729805032,,,8.820798514391836,,,-0.6499535747446661,,
643f5c5f556c64e882d874a3,2021-10-28,15.76,15.99,17.33,15.7,229128,373846848.0,10.34,1.4593908629441543,0.23,10.66,600753.0,387620480.0,0.0,0.4904518063767788,0.9843999873207931,21.08,15.62,31.0,0.0,10.00625390869294,0.6816608996539792,1.0,6.816760475297046,0.6026768642447419,1.0,10.944340212632886,0.4513172966781213,1.0,15.071919949968729,0.3960794169389294,1.0,12.070043777360851,0.3423854008255485,1.0,7.879924953095685,0.3423854008255485,1.0,8.567854909318328,0.3423854008255485,1.0,7.191994996873041,0.3423854008255485,1.0,7.504690431519712,0.3423854008255485,1.0,5.378361475922455,0.3423854008255485,1.0,4.002501563477168,0.3423854008255485,1.0,2.4390243902439046,0.3423854008255485,1.0891499654457495,0.6253908692932963,0.3423854008255485,1.0891499654457495,2.6266416510319024,0.3423854008255485,1.0891499654457495,0.0,0.3423854008255485,1.0891499654457495,0.9380863039399668,0.3423854008255485,1.0891499654457495
643f5c91556c64e882d9f304,2021-12-31,4.57,4.53,4.62,4.51,291419,132426062.0,2.43,0.2212389380531032,0.01,0.32,600515.0,172232039.0,1.106194690265494,0.4671262153965731,0.9048368522461084,4.6,3.41,0.0,55.0,0.4415011037527394,0.5252873563218392,1.0066079295154189,-3.0905077262693315,0.5049723756906077,1.0066079295154189,-6.622516556291391,0.5049723756906077,1.0066079295154189,-1.9867549668874165,0.5049723756906077,1.0066079295154189,-2.428256070640189,0.4436893203883495,1.0066079295154189,-4.856512141280367,0.3980836236933798,1.0066079295154189,-4.856512141280367,0.392274678111588,1.0066079295154189,-7.947019867549676,0.3493883792048929,1.0066079295154189,-11.037527593818986,0.3493883792048929,1.0066079295154189,-13.465783664459163,0.3493883792048929,1.0066079295154189,-9.713024282560712,0.3493883792048929,1.0066079295154189,-11.479028697571758,0.3493883792048929,1.0066079295154189,-12.58278145695365,0.3493883792048929,1.0066079295154189,-12.141280353200887,0.3493883792048929,1.0066079295154189,-13.686534216335543,0.3493883792048929,1.0066079295154189,-18.101545253863137,0.3493883792048929,1.0066079295154189
643f5c91556c64e882d9f305,2022-01-04,4.6,4.55,4.64,4.53,355419,162531523.0,2.43,0.4415011037527394,0.02,0.39,600515.0,132426062.0,1.5452538631346435,0.4722351843210464,0.6978087701998492,4.52,3.41,0.0,54.0,-3.516483516483515,0.5287356321839081,1.0132158590308369,-7.032967032967019,0.5082872928176795,1.0132158590308369,-2.417582417582409,0.5082872928176795,1.0132158590308369,-2.857142857142858,0.5082872928176795,1.0132158590308369,-5.274725274725278,0.4466019417475727,1.0132158590308369,-5.274725274725278,0.4335532516493873,1.0132158590308369,-8.351648351648343,0.3968938740293356,1.0132158590308369,-11.428571428571422,0.3516819571865443,1.0132158590308369,-13.84615384615384,0.3516819571865443,1.0132158590308369,-10.109890109890108,0.3516819571865443,1.0132158590308369,-11.86813186813187,0.3516819571865443,1.0132158590308369,-12.967032967032964,0.3516819571865443,1.0132158590308369,-12.527472527472527,0.3516819571865443,1.0132158590308369,-14.06593406593406,0.3516819571865443,1.0132158590308369,-18.461538461538463,0.3516819571865443,1.0132158590308369,-18.461538461538463,0.3516819571865443,1.0132158590308369
643f5c91556c64e882d9f309,2022-01-10,4.45,4.42,4.47,4.31,501717,220236906.0,3.6,-0.4504504504504569,-0.02,0.55,600515.0,312153760.0,0.2252252252252118,0.4660653850481701,1.6418601791277836,4.39,3.41,0.0,50.0,-2.488687782805432,0.9251559251559252,1.0545023696682465,-2.488687782805432,0.4917127071823204,1.0545023696682465,-5.65610859728507,0.4917127071823204,1.0545023696682465,-8.823529411764696,0.4917127071823204,1.0545023696682465,-11.31221719457014,0.4863387978142076,1.0545023696682465,-7.466063348416297,0.4320388349514563,1.0545023696682465,-9.276018099547512,0.3839516824849008,1.0545023696682465,-10.407239819004522,0.3402140672782874,1.0545023696682465,-9.954751131221718,0.3402140672782874,1.0545023696682465,-11.538461538461531,0.3402140672782874,1.0545023696682465,-16.063348416289593,0.3402140672782874,1.0545023696682465,-16.063348416289593,0.3402140672782874,1.0545023696682465,-20.36199095022624,0.3402140672782874,1.0545023696682465,-16.7420814479638,0.3402140672782874,1.0545023696682465,-12.669683257918551,0.3402140672782874,1.0545023696682465,-11.085972850678727,0.3402140672782874,1.0545023696682465
643f5c91556c64e882d9f30b,2022-01-12,4.31,4.31,4.35,4.27,249787,107423839.0,1.86,0.0,0.0,0.27,600515.0,140344722.0,0.0,0.4560128712957874,0.7378719788237137,4.3,3.41,0.0,48.0,-3.24825986078886,0.9369565217391304,1.0213270142180095,-6.496519721577709,0.4762430939226518,1.0213270142180095,-9.048723897911826,0.4762430939226518,1.0213270142180095,-5.1044083526682105,0.4762430939226518,1.0213270142180095,-6.960556844547561,0.4762430939226518,1.0213270142180095,-8.120649651972144,0.4184466019417475,1.0213270142180095,-7.656612529002316,0.3718723037100949,1.0213270142180095,-9.28074245939674,0.3335913312693498,1.0213270142180095,-13.921113689095122,0.3295107033639143,1.0213270142180095,-13.921113689095122,0.3295107033639143,1.0213270142180095,-18.329466357308576,0.3295107033639143,1.0213270142180095,-14.617169373549876,0.3295107033639143,1.0213270142180095,-10.440835266821336,0.3295107033639143,1.0213270142180095,-8.8167053364269,0.3295107033639143,1.0213270142180095,-8.35266821345706,0.3295107033639143,1.0213270142180095,-4.872389791183296,0.3295107033639143,1.0213270142180095
643f5c91556c64e882d9f30e,2022-01-17,4.03,3.92,4.03,3.89,339356,133412259.0,3.47,-2.7295285359801524,-0.11,0.37,600515.0,149001472.0,0.0,0.4330831742084474,0.7824366841750263,4.07,3.41,17.0,45.0,4.336734693877542,0.8760869565217393,1.0,2.2959183673469274,0.4632183908045977,1.0,1.0204081632652962,0.4453038674033149,1.0,1.5306122448979664,0.4453038674033149,1.0,-0.255102040816324,0.4453038674033149,1.0,-5.35714285714286,0.3912621359223301,1.0,-5.35714285714286,0.3510452961672474,1.0,-10.20408163265306,0.3459227467811159,1.0,-6.122448979591832,0.3081039755351682,1.0,-1.530612244897955,0.3081039755351682,1.0,0.2551020408163351,0.3081039755351682,1.0,0.7653061224489832,0.3081039755351682,1.0,4.591836734693877,0.3081039755351682,1.0,2.0408163265306145,0.3081039755351682,1.0,1.7857142857143016,0.3081039755351682,1.0,2.2959183673469274,0.3081039755351682,1.0
643f5c91556c64e882d9f30f,2022-01-18,3.92,4.09,4.12,3.91,350333,141591768.0,5.36,4.336734693877542,0.17,0.38,600515.0,133412259.0,0.0,0.4235302521608698,0.6999747654650086,4.07,3.41,16.0,44.0,-1.9559902200488977,0.8672566371681416,1.0,-3.17848410757946,0.4505747126436782,1.0,-2.689486552567233,0.4331491712707181,1.0,-4.400977995110022,0.4331491712707181,1.0,-9.290953545232272,0.4331491712707181,1.0,-9.290953545232272,0.3805825242718446,1.0,-13.936430317848403,0.3694627709707823,1.0,-10.024449877750609,0.3382226056945643,1.0,-5.623471882640585,0.2996941896024465,1.0,-3.9119804400977953,0.2996941896024465,1.0,-3.422982885085568,0.2996941896024465,1.0,0.2444987775060969,0.2996941896024465,1.0,-2.2004889975550057,0.2996941896024465,1.0,-2.4449877750611138,0.2996941896024465,1.0,-1.9559902200488977,0.2996941896024465,1.0,0.0,0.2996941896024465,1.0
643f5c91556c64e882d9f311,2022-01-20,4.03,3.96,4.07,3.95,217032,86817250.0,2.99,-1.2468827930174564,-0.05,0.24,600515.0,102996643.0,0.4987531172069959,0.4402462916316834,0.5403243202802277,4.07,3.41,14.0,42.0,0.5050505050504972,0.90561797752809,1.028061224489796,-1.262626262626254,0.7603773584905661,1.028061224489796,-6.313131313131315,0.4453038674033149,1.028061224489796,-6.313131313131315,0.4453038674033149,1.028061224489796,-11.111111111111104,0.4453038674033149,1.028061224489796,-7.07070707070706,0.4404371584699453,1.028061224489796,-2.5252525252525304,0.3912621359223301,1.028061224489796,-0.7575757575757569,0.3477135461604832,1.028061224489796,-0.2525252525252486,0.3081039755351682,1.028061224489796,3.535353535353525,0.3081039755351682,1.028061224489796,1.0101010101010166,0.3081039755351682,1.028061224489796,0.7575757575757569,0.3081039755351682,1.028061224489796,1.262626262626254,0.3081039755351682,1.028061224489796,3.2828282828282878,0.3081039755351682,1.028061224489796,1.262626262626254,0.3081039755351682,1.028061224489796,1.5151515151515138,0.3081039755351682,1.028061224489796
643f5c91556c64e882d9f312,2022-01-21,3.98,3.98,4.02,3.95,267202,106550403.0,1.77,0.5050505050504972,0.02,0.29,600515.0,86817250.0,0.5050505050504972,0.4373586653467877,0.4600767793584784,4.07,3.41,13.0,41.0,-1.7587939698492372,0.8943820224719101,1.0153061224489797,-6.783919597989952,0.7896825396825397,1.0153061224489797,-6.783919597989952,0.4397790055248618,1.0153061224489797,-11.557788944723612,0.4397790055248618,1.0153061224489797,-7.537688442211055,0.4397790055248618,1.0153061224489797,-3.015075376884424,0.4349726775956284,1.0153061224489797,-1.2562814070351758,0.3864077669902912,1.0153061224489797,-0.7537688442211032,0.3433994823123382,1.0153061224489797,3.015075376884413,0.3042813455657492,1.0153061224489797,0.5025125628140614,0.3042813455657492,1.0153061224489797,0.2512562814070307,0.3042813455657492,1.0153061224489797,0.7537688442210921,0.3042813455657492,1.0153061224489797,2.7638190954773822,0.3042813455657492,1.0153061224489797,0.7537688442210921,0.3042813455657492,1.0153061224489797,1.0050251256281229,0.3042813455657492,1.0153061224489797,0.2512562814070307,0.3042813455657492,1.0153061224489797
643f5c91556c64e882d9f313,2022-01-24,3.98,3.91,4.0,3.9,216923,85708699.0,2.51,-1.7587939698492372,-0.07,0.24,600515.0,106550403.0,0.0,0.4400884599919595,0.5665592666462055,4.07,3.41,12.0,40.0,-5.115089514066495,0.9066059225512528,1.0153061224489797,-5.115089514066495,0.8274428274428275,1.0153061224489797,-9.974424552429673,0.4397790055248618,1.0153061224489797,-5.882352941176472,0.4397790055248618,1.0153061224489797,-1.278772378516635,0.4397790055248618,1.0153061224489797,0.5115089514066584,0.4349726775956284,1.0153061224489797,1.0230179028132946,0.3864077669902912,1.0153061224489797,4.859335038363155,0.3433994823123382,1.0153061224489797,2.3017902813299296,0.3042813455657492,1.0153061224489797,2.0460358056265893,0.3042813455657492,1.0153061224489797,2.557544757033248,0.3042813455657492,1.0153061224489797,4.603580562659837,0.3042813455657492,1.0153061224489797,2.557544757033248,0.3042813455657492,1.0153061224489797,2.813299232736566,0.3042813455657492,1.0153061224489797,2.0460358056265893,0.3042813455657492,1.0153061224489797,-0.5115089514066473,0.3042813455657492,1.0153061224489797
