,_id_rank,timestamp_rank,代码_rank,日期_rank,开盘_rank,最高_rank,最低_rank,收盘_rank,成交量_rank,收盘timestamp_rank,成交额_rank,成交笔数_rank,主动买入成交量_rank,主动买入成交额_rank,开盘收盘幅_rank,涨跌幅_rank,昨日振幅_rank,昨日成交额_rank,昨日成交量_rank,昨日涨跌_rank,昨日资金贡献_rank,昨日资金波动_rank,过去2日总涨跌_rank,过去2日总成交额_rank,过去2日资金贡献_rank,过去3日总涨跌_rank,过去3日总成交额_rank,过去3日资金贡献_rank,过去4日总涨跌_rank,过去4日总成交额_rank,过去4日资金贡献_rank,过去5日总涨跌_rank,过去5日总成交额_rank,过去5日资金贡献_rank,过去6日总涨跌_rank,过去6日总成交额_rank,过去6日资金贡献_rank,过去7日总涨跌_rank,过去7日总成交额_rank,过去7日资金贡献_rank,过去8日总涨跌_rank,过去8日总成交额_rank,过去8日资金贡献_rank,过去9日总涨跌_rank,过去9日总成交额_rank,过去9日资金贡献_rank
"(0.2, 0.22)",-0.0021541665567513866,,0.0020067035767733403,,0.0038332340584472024,0.0018211068814377805,0.0030885656303643785,0.004181788137807202,0.010516696332773655,,0.0013682258496183338,0.004204151690871363,0.00961184385875851,0.004934331596100742,0.00606696373845991,0.008032742877166044,0.007051431710545044,0.0036618864694232317,0.00831069299618466,0.005095114709079287,0.01246616609577306,0.01648799464619905,0.005800549530368131,0.0008069659854365107,0.01454606110985955,0.00668499495504969,0.00436605547029561,0.016559465280215537,0.011605190270702805,0.004006259571557247,0.01632800718347403,0.005625426535452367,0.0050028498976526035,0.015290810077011928,0.00498198751212389,0.0049331981898966155,0.011307580992570565,0.008263074857675285,0.0037677649746283974,0.013296785822504834,0.004760293699305898,0.00696738981804482,0.014335149258498707,0.0058202272062648835,0.003656957879727184,0.0123642506001524
"(0.22, 0.24)",0.009285865961571951,,0.023649511919969154,,-0.00019205835128484694,-3.401202981146179e-05,0.0029318497811429717,0.0001446783837145882,0.008088677631156935,,-0.00021824484974479512,0.0016191645171800522,0.007669036203089967,-0.0011489563433024737,0.006963689671570263,0.012729895680644495,0.006753082116120271,0.0021364896276904145,0.00458650865034301,0.0154870722227585,0.014396639926409941,0.008374765858912614,0.00558513733213278,0.0027435788403277553,0.012935064601175324,0.006333086876638847,-0.0018463348778060304,0.01136976851518272,0.0028299300911027677,0.0020360935484898457,0.015008053795373797,0.0038791915466222936,-0.002715811561791156,0.012674433147908374,0.003553989317559665,-0.0007276681928134236,0.018632585307460533,0.012866803834459858,0.0023164920075536884,0.015145813395817463,0.007172998357908814,-0.0005337874673743993,0.011488819177723684,0.006395400746874166,-0.0012080230627909377,0.010760884065652726
"(0.24, 0.26)",0.013489483224716969,,0.012300136554068867,,0.016638040203972457,0.015256325462996774,0.015163052654549298,0.014962566764859894,0.008693120720648071,,0.005922413139639896,0.003518484416176312,0.010199632195526127,0.006924688419407425,0.006253632236565694,0.015180800062766339,0.011283426850178664,0.0036693134023611518,0.009949187169912192,0.016048823987190198,0.010740259319632241,0.0173732756766306,0.016827985287340152,0.01095311342719537,0.015334760740381523,0.011866368591819,0.008666423219852433,0.016172092684057122,0.01031711480635622,0.004710895699130042,0.01960118833302056,0.009461183267699104,0.007990914229224506,0.026329491531972758,0.012814412941612226,0.004370239284098857,0.019475008035770187,0.008204125642685864,0.0019850475922744003,0.015213244350300392,0.012564590080848545,0.005036405832320664,0.016757518832269197,0.012418235803322126,0.004638904765420554,0.016516005256637347
"(0.26, 0.28)",0.01867122180605533,,-0.006027978494625263,,0.011664731256534772,0.013587435071771743,0.01213819664681949,0.011779885881553456,0.005248664028819245,,0.0013517671123093658,-0.002505823099086742,0.003606611176847449,0.0018152190957937836,0.015297823328180528,0.006743061515891601,0.009221531206256815,0.0011085584955278392,0.005006276756344543,0.007169412600635819,0.010748537462353276,0.00877624964930305,0.006853877859689833,0.0015837550545201493,0.00761441468910124,0.00597729673619736,-0.001915368820549009,0.01429325453528451,0.00205138812300768,-0.0014146045164128169,0.015744817945201713,0.006123484529280817,-0.00015036270880884454,0.009229311137065611,0.005592413782850695,0.005096269433171276,0.012752362804497775,0.0067424156646496035,-0.0005018145212776036,0.01076430874617574,0.00634705768625246,0.0012432181418072271,0.01057832334462861,0.009903098167913045,0.000946526017467206,0.007770011886905202
"(0.28, 0.3)",0.005018399539057999,,0.011368417858222747,,-0.013398896389315025,-0.013640071137587978,-0.013166239984005257,-0.01421751001514688,0.011495291272356675,,0.0005977020467405943,0.004645241027524081,0.011580425988063862,-0.0009069627239107282,0.005369906988901657,0.005916018795578749,0.008224718019513702,0.003140652417967498,0.0126834620054559,0.00692101923424297,0.009433837269433098,0.006358792784047639,0.00547583585587023,0.002755436718693576,0.011809178022326347,0.011385270271240871,0.0024296396484664146,0.012944060098960578,0.01068121426934226,0.0023908392959882557,0.011137187718466812,0.007426858124736278,0.0007817133377843421,0.010802526727380364,0.007021959434146188,-0.006774085343705962,0.004150177343857636,0.007308986739014033,-0.0012514715524596458,0.007480394792021656,0.006133464759793328,-0.0041173245582177345,0.0038104282742716373,0.007466151675448056,-0.0005454315224298154,0.00810534911488213
"(0.3, 0.32)",7.918026695584068e-05,,0.005496425800441642,,0.0045281838880796175,0.004086660537807948,0.002717851136395572,0.0026178078856810266,0.005924634446931136,,-0.0012246332081632988,-0.00030510415264634256,0.006340159247453792,0.0005772530953549463,0.008363892457158678,0.005461853256116096,0.006004401778879599,0.003278094174500186,0.00532393884635921,0.00743441963342581,0.006030486212764793,0.006156742344764885,0.014001406657845066,0.006007805550365935,0.0062767871934619355,0.009538417376939584,0.00728551996704933,0.009643789947648753,0.005392178588685961,0.004604806906071751,0.00707624981661933,0.008613134252887514,0.0014221057155213096,0.010993833217517388,0.007511670671830236,0.006113634035742403,0.011079766113956072,0.005788968255336696,0.00401257504966554,0.009502387734493427,0.008075131515588786,0.0025359362138344184,0.00652021023959887,0.00830400309243935,0.000303966049311029,0.006524831592900594
"(0.32, 0.34)",0.016244548108463076,,0.005073998999789422,,0.008089143096139331,0.010234153697122628,0.008445904765081821,0.012755600036149341,0.0019357557120583402,,0.0009019971277898697,0.0013172873441206646,0.002066476949934914,0.003539102604523706,0.009006628069795602,0.004806981012467335,0.004588451965106033,0.0011195497964652397,0.0028070283468376515,0.004815666179237456,0.008887876676512986,0.002546683702492197,0.007178959534792071,-0.0023792314962349827,0.009489918487002568,0.01108415001537923,0.0027701446543375564,0.008718853655627199,0.009249257770591702,0.0026715974225923074,0.007100895591768495,0.012392874839670753,0.00042151822070195927,0.007433874915336954,0.008515742813943019,0.0012591690420752993,0.007617948952802631,0.00925496370048408,-0.0023454886480910172,0.002784368397095829,0.006452084394478623,-0.0003898062550554691,0.009909608555210033,0.009675151683383844,-0.0016881349819873,0.005752372810153432
"(0.34, 0.36)",0.027244070890656506,,0.00884984048075092,,0.010649632853070804,0.011071974529637155,0.012044956803859825,0.010994600604816955,0.007782021184051846,,0.008737598422939828,-0.000871233755592621,0.007573042328942503,0.0064498276340219955,0.012908880101888369,0.010856917829862417,0.006514744762187549,0.0060351818451359306,0.010409960595448093,0.011324000787507447,0.008257599350263394,0.009393826966296074,0.0062204075577644525,0.006854485265109701,0.010346625247233655,0.009967345444780463,0.006940730084590603,0.008626672602114176,0.011426286865243296,0.0028697219910866537,0.009592659077844472,0.005811119917971105,0.006696590790214646,0.006777321433287955,0.011553270577492185,0.005798811023500229,0.00796981493749713,0.014151193041021989,0.008116528515148035,0.012857139177975504,0.015375059427171755,0.006364414546680886,0.009724786163991533,0.00885457485987253,0.005032763329022956,0.008395151986954062
"(0.36, 0.38)",0.008720958472954458,,0.013593854180021864,,0.019653061041867488,0.017401728402740395,0.016555308003865905,0.017659139574413604,0.007279935647724099,,0.007587893549828735,0.00047147580940488335,0.0059557212680169625,0.006036030835908492,0.010270853050701016,0.011903371701383548,0.008667697059134545,0.006683541922254623,0.010144288765734675,0.01058330886453951,0.008442130078256609,0.008878470278829955,0.011379124223862572,0.001828342078249863,0.01225126658939795,0.010393568886620434,0.003397134504753522,0.006999453275032594,0.0023928558907172757,0.00471874056329504,0.005282187314071359,0.0067069254085867025,0.006730130470961371,0.003942493534880532,0.005303275723873558,0.005828518155038745,0.006793816499742606,0.006592740020278731,0.009857813235961223,0.00824058080993655,0.00933908193157798,0.01102251067830224,0.010162302273743856,0.009857832376752128,0.010763035494351349,0.012558437909656517
"(0.38, 0.4)",0.011106581486899999,,-0.0029262666848394814,,0.00549301113945187,0.007413900462968903,0.0059226200368088875,0.0059597617804380935,0.0033029462618317613,,0.0042251134802774246,0.0026420721272181016,0.00406104468715449,-0.001178980762174118,0.008173866718238594,0.009714968402350607,0.0027053190827093965,0.0035653023078519174,0.003111940247602097,0.008587355890086613,0.0069291375080948805,0.008516749706681877,0.004041278552732322,0.0014291788349406992,0.0021216565188167274,0.012783806726720423,-0.004748265130185531,0.003323080179158334,0.0075219560572989605,0.0014445756723368132,0.0028311733693660904,0.011004422424961972,-0.0026644226034466096,0.0046334585947169285,0.005611890490635063,0.0017622631378977941,0.00334097083129102,0.0042072002926418035,-0.005333898797150244,0.003780845888077082,0.005828511444294812,-0.002672155707507057,0.0037762430420042016,0.0019984047271914924,0.0018221734414421858,0.0033539717062872317
