日期,收益率,资金余额
2021-01-18,-0.0707228915662651,0.9292771084337349
2021-01-20,-0.07527472527472545,0.8593260293922943
2021-01-21,-0.10580645161290336,0.7684037914436901
2021-01-29,-0.14965083798882672,0.6534115201403502
2021-02-19,0.2591787662911591,0.822761911810757
2021-02-22,0.22589593684501685,1.0086204846796452
2021-02-23,0.5416485013623977,1.5549382586497902
2021-02-24,0.5119554455445547,2.3509973676511176
2021-02-25,0.5122834645669292,3.555374444339163
2021-02-26,0.5107865168539325,5.37141177287465
2021-03-01,0.37974930362116965,7.4112016530863505
2022-02-09,0.005037974683544055,7.448539099389239
2022-02-15,-0.012468827930174453,7.355664547027779
2022-02-16,-0.06325183374083121,6.890405276045851
2022-04-28,0.11377672209026124,7.67437300222779
